territory_id,revision_number,sub_total,log_sub_total,order_dow,order_month,is_weekend
25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,8.0,32.28,3.5049566159530077,1,4,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,1174.48,7.069431853798804,4,2,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,67.97,4.2336716274432,4,8,0
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,782.99,6.66439626516702,3,2,0
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,68.97,4.248066578757805,2,11,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,2508.4976,7.827837852728721,4,6,0
25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,8.0,89.97,4.510529781833971,2,7,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,5986.686,8.697460305954834,5,6,1
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,4.99,1.7900914121273581,2,3,0
7559c9bb-7906-435e-934d-82cfee38295e,8.0,100452.5877,11.517451085882024,0,10,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,14.98,2.7713379403381286,5,8,1
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,2071.4196,7.636472092529572,1,10,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,791.32,6.674965350616122,1,4,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,616.91,6.426342815784496,1,12,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,38.98,3.6883793290722537,4,1,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,574.98,6.356072937870839,5,3,1
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,10686.736,9.27685219487256,2,5,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,38334.652,10.554135603804538,6,12,1
e0e3bac4-790e-4617-84b3-be0c2bdb7070,8.0,37.27,3.644666299437611,5,7,1
e0e3bac4-790e-4617-84b3-be0c2bdb7070,8.0,2309.97,7.745422628796786,6,7,1
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,29.48,3.4170707308184456,6,9,1
0ad4c625-bb65-4376-8a41-0a65719b0db8,8.0,819.48,6.709889534852196,0,10,0
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,42.28,3.767690634538226,3,3,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,69.99,4.262539022051294,1,4,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,574.98,6.356072937870839,6,1,1
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,3578.27,8.182914147987624,3,3,0
0ad4c625-bb65-4376-8a41-0a65719b0db8,8.0,573.98,6.354335257583726,5,2,1
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,805.33,6.6924930879937286,0,12,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,14.98,2.7713379403381286,3,11,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,2443.35,7.8015345178941935,1,7,0
e0e3bac4-790e-4617-84b3-be0c2bdb7070,8.0,2393.06,7.780745948460497,1,2,0
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,74.46,4.323602714536165,0,7,0
1e179cbb-7db9-4a66-aa94-e6fb9b3d613e,8.0,121761.9396,11.709831315379644,3,6,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,32.27,3.5046560900303856,5,2,1
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,3578.27,8.182914147987624,1,3,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,39.98,3.7130841428107537,0,10,0
0ad4c625-bb65-4376-8a41-0a65719b0db8,8.0,1750.98,7.468501855906065,4,2,0
0ad4c625-bb65-4376-8a41-0a65719b0db8,8.0,45.22,3.8334126048462345,6,7,1
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,4.99,1.7900914121273581,2,9,0
25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,8.0,777.34,6.657163446708698,2,5,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,2071.4196,7.636472092529572,6,3,1
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,539.99,6.29340079438729,4,11,0
25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,8.0,2398.05,7.78282810464001,4,2,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,553.97,6.318914058231408,4,3,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,69.99,4.262539022051294,2,4,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,15.23,2.7868613815264998,4,9,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,62.98,4.158570534521372,3,7,0
e0e3bac4-790e-4617-84b3-be0c2bdb7070,8.0,2181.5625,7.688254924188037,0,7,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,782.99,6.66439626516702,0,7,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,2413.06,7.789065256361024,6,4,1
e0e3bac4-790e-4617-84b3-be0c2bdb7070,8.0,742.35,6.611166997059359,5,5,1
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,166.28,5.1196690551203785,2,11,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,3578.27,8.182914147987624,5,10,1
25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,8.0,37.29,3.6451887654892032,6,7,1
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,2381.44,7.775880451580604,6,7,1
1e179cbb-7db9-4a66-aa94-e6fb9b3d613e,8.0,38642.3176,10.562129143854014,2,2,0
e0e3bac4-790e-4617-84b3-be0c2bdb7070,8.0,699.0982,6.55122061091857,4,8,0
25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,8.0,539.99,6.29340079438729,3,6,0
25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,8.0,24.99,3.2577118486533987,6,8,1
0ad4c625-bb65-4376-8a41-0a65719b0db8,8.0,4.99,1.7900914121273581,1,5,0
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,29.98,3.4333418349887226,4,7,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,589.96,6.381748333220482,2,2,0
0ad4c625-bb65-4376-8a41-0a65719b0db8,8.0,792.34,6.676251881323447,4,7,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,13.98,2.7067159780890733,4,1,0
0ad4c625-bb65-4376-8a41-0a65719b0db8,8.0,89.97,4.510529781833971,6,11,1
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,2181.5625,7.688254924188037,2,9,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,2457.33,7.807237536606788,4,8,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,2443.35,7.8015345178941935,1,3,0
0ad4c625-bb65-4376-8a41-0a65719b0db8,8.0,3047.946,8.02255123610659,0,12,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,54.99,4.025173103360802,2,10,0
0ad4c625-bb65-4376-8a41-0a65719b0db8,8.0,3.99,1.6074359097634274,6,12,1
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,74.98,4.330470147759479,3,2,0
e0e3bac4-790e-4617-84b3-be0c2bdb7070,8.0,2442.54,7.8012030865373445,0,9,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,28.99,3.4008639927609177,0,5,0
0ad4c625-bb65-4376-8a41-0a65719b0db8,8.0,3578.27,8.182914147987624,0,6,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,71.58,4.284689401784925,5,2,1
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,43678.96,10.684644694667451,0,4,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,56.97,4.059925635351641,3,3,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,777.44,6.657291917012964,0,6,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,574.98,6.356072937870839,6,9,1
e0e3bac4-790e-4617-84b3-be0c2bdb7070,8.0,2452.34,7.805205640442424,3,3,0
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,49.99,3.9316295350670645,2,9,0
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,183.9382,5.220021715215786,2,2,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,3578.27,8.182914147987624,4,6,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,3578.27,8.182914147987624,6,4,1
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,32.28,3.5049566159530077,5,9,1
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,1946.022,7.57405630474339,3,8,0
0ad4c625-bb65-4376-8a41-0a65719b0db8,8.0,804.47,6.691425957975597,5,5,1
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,1137.43,7.03740539920424,2,5,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,756.33,6.629799089754796,4,1,0
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,2071.4196,7.636472092529572,2,1,0
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,2309.97,7.745422628796786,0,11,0
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,56.97,4.059925635351641,2,3,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,7.28,2.1138429683971682,5,9,1
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,2186.73,7.69061975556179,1,7,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,3578.27,8.182914147987624,4,12,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,1129.48,7.03039760027449,1,4,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,1735.98,7.459903252070038,1,11,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,27.28,3.342154841028372,2,6,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,60.47,4.118549250918918,3,9,0
1e179cbb-7db9-4a66-aa94-e6fb9b3d613e,8.0,3309.0168,8.104708543886929,6,3,1
e0e3bac4-790e-4617-84b3-be0c2bdb7070,8.0,12.94,2.6347624053323777,1,12,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,34537.2578,10.449822910359043,4,9,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,81.46,4.412313327278754,5,10,1
0ad4c625-bb65-4376-8a41-0a65719b0db8,8.0,621.96,6.434482311268731,4,1,0
e0e3bac4-790e-4617-84b3-be0c2bdb7070,8.0,49.99,3.9316295350670645,0,1,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,42.28,3.767690634538226,5,4,1
5b963d6f-3cda-4843-ade2-0cb22c0eccaf,8.0,27951.6011,10.238265536864995,1,10,0
0ad4c625-bb65-4376-8a41-0a65719b0db8,8.0,68.97,4.248066578757805,0,7,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,102.96,4.6440062097732895,0,12,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,1735.98,7.459903252070038,4,12,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,78.48,4.375505417683616,6,9,1
0ad4c625-bb65-4376-8a41-0a65719b0db8,8.0,35.23,3.5898875049069856,4,12,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,39.99,3.7133281345162463,0,5,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,2438.06,7.799367998159342,3,11,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,68.97,4.248066578757805,4,11,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,34.99,3.5832411220909393,0,8,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,43.97,3.805995600782616,5,10,1
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,69.99,4.262539022051294,4,2,0
e0e3bac4-790e-4617-84b3-be0c2bdb7070,8.0,4.99,1.7900914121273581,3,4,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,132.97,4.8976158942888945,5,8,1
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,90172.6738,11.4094927987049,4,6,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,2181.5625,7.688254924188037,3,6,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,3578.27,8.182914147987624,6,3,1
1e179cbb-7db9-4a66-aa94-e6fb9b3d613e,8.0,5596.4705,8.630070078249107,0,5,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,7.28,2.1138429683971682,6,6,1
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,902.98,6.8068072362536345,6,1,1
e0e3bac4-790e-4617-84b3-be0c2bdb7070,8.0,58.98,4.094011173320863,2,3,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,198.99,5.2982673652979955,3,6,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,1308.31,7.177255559873524,4,5,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,4.99,1.7900914121273581,6,3,1
25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,8.0,3.99,1.6074359097634274,1,3,0
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,26.724,3.3222984640557383,1,1,0
25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,8.0,2181.5625,7.688254924188037,6,10,1
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,1120.49,7.022413437290996,4,6,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,91014.7853,11.418788235290867,6,7,1
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,69.99,4.262539022051294,4,5,0
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,3578.27,8.182914147987624,2,1,0
e0e3bac4-790e-4617-84b3-be0c2bdb7070,8.0,2419.06,7.791547612231811,2,4,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,111.95,4.726945242914012,0,3,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,3399.99,8.1318218446912,0,6,0
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,9867.9984,9.197153648048172,1,2,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,782.99,6.66439626516702,6,5,1
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,1155.48,7.053136187963809,4,7,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,2322.28,7.750735259299305,5,2,1
0ad4c625-bb65-4376-8a41-0a65719b0db8,8.0,2407.04,7.786568417586427,2,8,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,74.98,4.330470147759479,0,12,0
e0e3bac4-790e-4617-84b3-be0c2bdb7070,8.0,3578.27,8.182914147987624,6,1,1
25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,8.0,2329.98,7.7540440589903685,1,2,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,2468.04,7.811584690104995,1,9,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,588.96,6.380054737991301,0,11,0
0ad4c625-bb65-4376-8a41-0a65719b0db8,8.0,2319.99,7.749749097777435,3,6,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,4007.4786,8.296167046813398,1,5,0
25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,8.0,15.23,2.7868613815264998,5,11,1
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,32.28,3.5049566159530077,3,4,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,2514.93,7.830397795493707,5,8,1
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,2443.35,7.8015345178941935,6,5,1
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,67.59,4.22814675151123,2,2,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,411.702,6.0227257828820004,1,10,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,562.96,6.33498332699716,2,6,0
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,4.99,1.7900914121273581,1,12,0
0ad4c625-bb65-4376-8a41-0a65719b0db8,8.0,1000.4375,6.909191746768099,5,5,1
25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,8.0,806.76,6.694264984696066,1,5,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,2325.96,7.752317973640154,4,9,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,92.97,4.542975582394973,0,5,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,29.99,3.433664571799657,0,8,0
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,34.99,3.5832411220909393,0,9,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,1155.48,7.053136187963809,6,11,1
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,69.97,4.262257252536892,4,1,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,97.97,4.5948167739086,5,7,1
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,71.97,4.290048397777529,0,11,0
25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,8.0,901.35,6.805002471407307,1,9,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,3578.27,8.182914147987624,0,3,0
e0e3bac4-790e-4617-84b3-be0c2bdb7070,8.0,2462.03,7.809147578314325,3,5,0
0ad4c625-bb65-4376-8a41-0a65719b0db8,8.0,848.47,6.744612625597289,1,12,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,2443.35,7.8015345178941935,3,11,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,32.28,3.5049566159530077,2,7,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,2351.96,7.763429389007857,4,4,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,3578.27,8.182914147987624,3,9,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,4.99,1.7900914121273581,3,2,0
0ad4c625-bb65-4376-8a41-0a65719b0db8,8.0,3578.27,8.182914147987624,5,11,1
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,2398.05,7.78282810464001,4,6,0
e0e3bac4-790e-4617-84b3-be0c2bdb7070,8.0,2325.96,7.752317973640154,5,4,1
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,34.99,3.5832411220909393,6,11,1
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,193.89,5.272435296833932,1,7,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,39.99,3.7133281345162463,1,2,0
1e179cbb-7db9-4a66-aa94-e6fb9b3d613e,8.0,20565.6206,9.93142468135252,0,5,0
e0e3bac4-790e-4617-84b3-be0c2bdb7070,8.0,3399.99,8.1318218446912,5,4,1
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,2429.93,7.79602917916687,6,12,1
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,49.97,3.93123722435195,4,11,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,24.99,3.2577118486533987,1,1,0
25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,8.0,3.99,1.6074359097634274,3,4,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,805.33,6.6924930879937286,0,4,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,562.96,6.33498332699716,1,7,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,65.96,4.20409542618122,0,11,0
25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,8.0,1735.98,7.459903252070038,1,3,0
25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,8.0,2007.09,7.604939300524333,6,3,1
5b963d6f-3cda-4843-ade2-0cb22c0eccaf,8.0,128873.2206,11.766592173580314,5,6,1
e0e3bac4-790e-4617-84b3-be0c2bdb7070,8.0,588.96,6.380054737991301,0,11,0
0ad4c625-bb65-4376-8a41-0a65719b0db8,8.0,782.99,6.66439626516702,3,3,0
25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,8.0,85.48,4.4599131733309525,6,3,1
0ad4c625-bb65-4376-8a41-0a65719b0db8,8.0,99.96,4.6147243987929025,0,2,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,2049.0982,7.625642973424193,6,8,1
7559c9bb-7906-435e-934d-82cfee38295e,8.0,4480.614,8.407738528385291,2,4,0
5b963d6f-3cda-4843-ade2-0cb22c0eccaf,8.0,4298.958,8.366360534192092,1,1,0
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,4.99,1.7900914121273581,4,7,0
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,50.23,3.936325297951111,2,11,0
25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,8.0,75.48,4.337029268743146,1,11,0
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,88.97,4.499476281429027,2,8,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,26.97,3.3311325072138684,6,1,1
1e179cbb-7db9-4a66-aa94-e6fb9b3d613e,8.0,32222.0799,10.380438241858403,1,2,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,2294.99,7.738919402029275,6,1,1
5b963d6f-3cda-4843-ade2-0cb22c0eccaf,8.0,7046.91,8.86048639795446,6,1,1
0ad4c625-bb65-4376-8a41-0a65719b0db8,8.0,2478.24,7.815707340580234,2,6,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,4.99,1.7900914121273581,0,9,0
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,63.97,4.17392562489244,0,11,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,63.97,4.17392562489244,1,5,0
0ad4c625-bb65-4376-8a41-0a65719b0db8,8.0,2071.4196,7.636472092529572,3,9,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,23.78,3.2100368762009963,3,1,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,32.28,3.5049566159530077,4,3,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,7.28,2.1138429683971682,0,6,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,78.98,4.381776603418673,2,11,0
e0e3bac4-790e-4617-84b3-be0c2bdb7070,8.0,2487.33,7.819367081719555,6,10,1
0ad4c625-bb65-4376-8a41-0a65719b0db8,8.0,548.98,6.30988191392898,4,3,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,1249.84,7.131570604605451,4,6,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,1750.98,7.468501855906065,1,3,0
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,8.99,2.301584592660462,5,12,1
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,63.97,4.17392562489244,4,12,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,34.98,3.582963228522387,3,4,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,2181.5625,7.688254924188037,2,7,0
e0e3bac4-790e-4617-84b3-be0c2bdb7070,8.0,64.97,4.1892000932347795,2,4,0
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,2181.5625,7.688254924188037,0,3,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,69.97,4.262257252536892,1,10,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,2049.0982,7.625642973424193,6,7,1
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,15.23,2.7868613815264998,1,2,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,61.96,4.1424996041091475,4,9,0
2ac923e9-3043-4f5e-bae0-ad28089bf187,8.0,133.49,4.9014898468354575,1,10,0
7559c9bb-7906-435e-934d-82cfee38295e,8.0,50.94,3.9500892062346025,6,5,1
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,64.47,4.181592022453,5,12,1
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,18959.586,9.850117682504392,1,10,0
25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,8.0,27.77,3.3593331775634567,1,11,0
5f568b38-d738-4b7a-a27b-bc975b9084a2,8.0,28139.25,10.244956214779592,2,4,0
c8b914d0-8c4c-498f-af9f-6954c90f45db,8.0,24.99,3.2577118486533987,1,3,0
d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,8.0,2438.06,7.799367998159342,0,11,0
